collected_at,source_method,sitemap_url,url,url_type,lastmod
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/ban-cau-mot-khoi-sanfi-s301,product_or_collection,2026-05-14T08:46:33Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/ban-cau-mot-khoi-sanfi-s302,product_or_collection,2026-05-14T08:46:33Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/ban-cau-mot-khoi-sanfi-s303,product_or_collection,2026-05-14T08:46:33Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/ban-cau-mot-khoi-sanfi-s304,product_or_collection,2026-05-14T08:46:33Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/ban-cau-mot-khoi-sanfi-s306,product_or_collection,2026-05-14T08:46:33Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/sen-tam-nong-lanh-vg503,product_or_collection,2026-05-14T08:49:33Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/chau-rua-lavabo-cb68,product_or_collection,2026-01-07T03:15:06Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/chau-rua-lavabo-cb69,product_or_collection,2026-03-19T03:24:41Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/chau-rua-lavabo-cb70,product_or_collection,2026-01-07T03:15:35Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/chau-vanh-mong-cm1,product_or_collection,2026-05-14T03:40:39Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/chau-vanh-mong-cm2,product_or_collection,2026-05-14T03:40:39Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/ban-cau-lien-khoi-platinum-p-11-320,product_or_collection,2026-05-14T08:46:33Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/chau-rua-duong-ban-platinum-p-23-320,product_or_collection,2025-11-01T04:16:14Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/chau-rua-duong-ban-platinum-p-23-321,product_or_collection,2025-11-01T04:15:59Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/bon-cau-p-11-321-nap-dien-panasonic,page_or_collection,2026-05-14T08:46:33Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/sen-tam-nong-lanh-thanh-truot-sanfi-sf581,product_or_collection,2026-05-14T08:49:33Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/voi-chau-1-lo-nong-lanh-sanfi-sf143,product_or_collection,2026-05-14T08:42:20Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/voi-chau-1-lo-nong-lanh-chan-cao-sanfi-sf143-1,product_or_collection,2026-05-14T08:42:20Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/voi-chau-1-lo-nong-lanh-sanfi-sf168,product_or_collection,2026-05-14T03:40:39Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/voi-chau-3-lo-nong-lanh-sanfi-sf368,product_or_collection,2026-05-14T08:42:20Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/sen-tam-nong-lanh-sanfi-sf568,product_or_collection,2026-05-14T08:49:33Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/voi-chau-1-lo-nong-lanh-sanfi-sf104,product_or_collection,2026-05-14T08:42:20Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/voi-rua-bat-gan-tuong-can-mem-nong-lanh-sanfi-ma-esf712,product_or_collection,2026-05-14T08:42:20Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/voi-rua-bat-gan-chau-nong-lanh-sanfi-ma-esf731,product_or_collection,2026-05-14T08:42:20Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/sen-tam-nong-lanh-vg541-1,product_or_collection,2026-05-14T08:49:33Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/sen-cay-co-voi-2-bat-sen-vg581,product_or_collection,2026-05-14T08:49:33Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/sen-tam-cay-1-che-do-vg594,product_or_collection,2026-05-14T08:49:33Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/sen-tam-tay-sen-1-che-do-vg508,product_or_collection,2026-05-14T08:49:33Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/chau-dat-ban-bs415,product_or_collection,2026-03-19T03:15:28Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/voi-chau-1-duong-lanh-vg103,product_or_collection,2026-05-14T08:42:20Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/ban-cau-mot-khoi-sanfi-s308,product_or_collection,2026-05-14T08:46:33Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/ban-cau-mot-khoi-mekong,product_or_collection,2026-05-15T03:17:26Z
